"Zone","ParentZone","Locality","State","Postcode","CountryCode","RemoteArea","RemoteAreaFees1","RemoteAreaFees2"
"PROSERPINE","PROSERPINE","ANDROMACHE","QLD","4800","AU","False","",""
"QLD3","QLD3","ANDURAMBA","QLD","4355","AU","False","",""
"BUNGENDORE","BUNGENDORE","ANEMBO","NSW","2621","AU","False","",""
"MURRAY BRIDGE","MURRAY BRIDGE","ANGAS PLAINS","SA","5255","AU","False","",""
"SA1","SA1","ANGAS VALLEY","SA","5238","AU","False","",""
"SA1","SA1","ANGASTON","SA","5353","AU","False","",""
"NEWMAN","NEWMAN","ANGELO RIVER","WA","6642","AU","False","",""
"NOT SERVICED","NOT SERVICED","ANGEPENA","SA","5732","AU","False","",""
"ADELAIDE","ADELAIDE","ANGLE PARK","SA","5010","AU","False","",""
"ADELAIDE","ADELAIDE","ANGLE VALE","SA","5117","AU","False","",""
"BEGA","BEGA","ANGLEDALE","NSW","2550","AU","False","",""
"NSW5","NSW5","ANGLEDOOL","NSW","2834","AU","False","",""
"COOMA","COOMA","ANGLERS REACH","NSW","2629","AU","False","",""
"VIC3","VIC3","ANGLERS REST","VIC","3898","AU","False","",""
"VIC2","VIC2","ANGLESEA","VIC","3230","AU","False","",""
"NOT SERVICED","NOT SERVICED","ANGORIGINA","SA","5730","AU","False","",""
"NSW4","NSW4","ANGOURIE","NSW","2464","AU","False","",""
"DARWIN","DARWIN","ANGURUGU","NT","0822","AU","False","",""
"DARWIN","DARWIN","ANINDILYAKWA","NT","0822","AU","False","",""
"PERTH","PERTH","ANKETELL","WA","6167","AU","False","",""
"NT1","NT1","ANMATJERE","NT","0872","AU","False","",""
"NSW2","NSW2","ANNA BAY","NSW","2316","AU","False","",""
"SA4","SA4","ANNA CREEK","SA","5723","AU","False","",""
"SA1","SA1","ANNADALE","SA","5356","AU","False","",""
"SYDNEY","SYDNEY","ANNANDALE","NSW","2038","AU","False","",""
"TOWNSVILLE","TOWNSVILLE","ANNANDALE","QLD","4814","AU","False","",""
"SYDNEY","SYDNEY","ANNANGROVE","NSW","2156","AU","False","",""
"BRISBANE","BRISBANE","ANNERLEY","QLD","4103","AU","False","",""
"DARWIN","DARWIN","ANNIE RIVER","NT","0822","AU","False","",""
"BUSSELTON","BUSSELTON","ANNIEBROOK","WA","6280","AU","False","",""
"VIC3","VIC3","ANNUELLO","VIC","3549","AU","False","",""
"TAS3","TAS3","ANSONS BAY","TAS","7264","AU","False","",""
"BRISBANE","BRISBANE","ANSTEAD","QLD","4070","AU","False","",""
"SA1","SA1","ANTECHAMBER BAY","SA","5222","AU","False","",""
"QLD1","QLD1","ANTHONY","QLD","4310","AU","False","",""
"MARYBOROUGH","MARYBOROUGH","ANTIGUA","QLD","4650","AU","False","",""
"TAS3","TAS3","ANTILL PONDS","TAS","7120","AU","False","",""
"KARRATHA","KARRATHA","ANTONYMYRE","WA","6714","AU","False","",""
"VIC4","VIC4","ANTWERP","VIC","3414","AU","False","",""
"DARWIN","DARWIN","ANULA","NT","0812","AU","False","",""
"SA1","SA1","APAMURRA","SA","5237","AU","False","",""
"SA4","SA4","APOINGA","SA","5413","AU","False","",""
"TAS3","TAS3","APOLLO BAY","TAS","7150","AU","False","",""
"VIC2","VIC2","APOLLO BAY","VIC","3233","AU","False","",""
"SA4","SA4","APPILA","SA","5480","AU","False","",""
"VIC3","VIC3","APPIN","VIC","3579","AU","False","",""
"SYDNEY","SYDNEY","APPIN","NSW","2560","AU","False","",""
"VIC3","VIC3","APPIN SOUTH","VIC","3579","AU","False","",""
"QLD4","QLD4","APPLE TREE CREEK","QLD","4660","AU","False","",""
"MUDGEE","MUDGEE","APPLE TREE FLAT","NSW","2850","AU","False","",""
"TAMWORTH","TAMWORTH","APPLEBY","NSW","2340","AU","False","",""
"PERTH","PERTH","APPLECROSS","WA","6953","AU","False","",""
"PERTH","PERTH","APPLECROSS","WA","6153","AU","False","",""
"PERTH","PERTH","APPLECROSS NORTH","WA","6153","AU","False","",""
"QLD2","QLD2","APPLETHORPE","QLD","4378","AU","False","",""
"SINGLETON","SINGLETON","APPLETREE FLAT","NSW","2330","AU","False","",""
"TAS3","TAS3","APSLAWN","TAS","7190","AU","False","",""
"VIC4","VIC4","APSLEY","VIC","3319","AU","False","",""
"TAS3","TAS3","APSLEY","TAS","7030","AU","False","",""
"NSW4","NSW4","APSLEY","NSW","2820","AU","False","",""
"COOMA","COOMA","ARABLE","NSW","2630","AU","False","",""
"NSW3","NSW3","ARAKOON","NSW","2431","AU","False","",""
"ALICE SPRINGS","ALICE SPRINGS","ARALUEN","NT","0870","AU","False","",""
"GYMPIE","GYMPIE","ARALUEN","QLD","4570","AU","False","",""
"BRAIDWOOD","BRAIDWOOD","ARALUEN","NSW","2622","AU","False","",""
"QLD8","QLD8","ARAMAC","QLD","4726","AU","False","",""
"QLD3","QLD3","ARAMARA","QLD","4620","AU","False","",""
"BRISBANE","BRISBANE","ARANA HILLS","QLD","4054","AU","False","",""
"QLD3","QLD3","ARANBANGA","QLD","4625","AU","False","",""
"CANBERRA","CANBERRA","ARANDA","ACT","2614","AU","False","",""
"VIC3","VIC3","ARAPILES","VIC","3409","AU","False","",""
"VIC3","VIC3","ARARAT","VIC","3377","AU","False","",""
"NSW5","NSW5","ARATULA","NSW","2714","AU","False","",""
"QLD1","QLD1","ARATULA","QLD","4309","AU","False","",""
"VIC3","VIC3","ARAWATA","VIC","3951","AU","False","",""
"QLD8","QLD8","ARBOUIN","QLD","4892","AU","False","",""
"SALE","SALE","ARBUCKLE","VIC","3858","AU","False","",""
"SHEPPARTON","SHEPPARTON","ARCADIA","VIC","3631","AU","False","",""
"QLD7","QLD7","ARCADIA","QLD","4819","AU","False","",""
"SYDNEY","SYDNEY","ARCADIA","NSW","2159","AU","False","",""
"SHEPPARTON","SHEPPARTON","ARCADIA SOUTH","VIC","3631","AU","False","",""
"NEWCASTLE","NEWCASTLE","ARCADIA VALE","NSW","2283","AU","False","",""
"VIC3","VIC3","ARCHDALE","VIC","3475","AU","False","",""
"VIC3","VIC3","ARCHDALE JUNCTION","VIC","3475","AU","False","",""
"DARWIN","DARWIN","ARCHER","NT","0830","AU","False","",""
"QLD8","QLD8","ARCHER RIVER","QLD","4892","AU","False","",""
"BRISBANE","BRISBANE","ARCHERFIELD","QLD","4108","AU","False","",""
"BRISBANE","BRISBANE","ARCHERFIELD BC","QLD","4108","AU","False","",""
"VIC3","VIC3","ARCHERTON","VIC","3723","AU","False","",""
"VIC3","VIC3","ARCHIES CREEK","VIC","3995","AU","False","",""
"SA4","SA4","ARCKARINGA","SA","5723","AU","False","",""
"SA4","SA4","ARCOONA","SA","5720","AU","False","",""
"KALGOORLIE","KALGOORLIE","ARDATH","WA","6419","AU","False","",""
"MELBOURNE","MELBOURNE","ARDEER","VIC","3022","AU","False","",""
"NSW3","NSW3","ARDGLEN","NSW","2338","AU","False","",""
"NSW4","NSW4","ARDING","NSW","2358","AU","False","",""
"NSW5","NSW5","ARDLETHAN","NSW","2665","AU","False","",""
"SHEPPARTON","SHEPPARTON","ARDMONA","VIC","3629","AU","False","",""
"PERTH","PERTH","ARDROSS","WA","6153","AU","False","",""
"SA3","SA3","ARDROSSAN","SA","5571","AU","False","",""
"VIC2","VIC2","AREEGRA","VIC","3480","AU","False","",""
"NT1","NT1","AREYONGA","NT","0872","AU","False","",""
"TUMUT","TUMUT","ARGALONG","NSW","2720","AU","False","",""
"NEWCASTLE","NEWCASTLE","ARGENTON","NSW","2284","AU","False","",""
"NSW4","NSW4","ARGENTS HILL","NSW","2449","AU","False","",""
"ROCKHAMPTON","ROCKHAMPTON","ARGOON","QLD","4702","AU","False","",""
"NSW5","NSW5","ARGOON","NSW","2707","AU","False","",""
"WA4","WA4","ARGYLE","WA","6239","AU","False","",""
"ARMIDALE","ARMIDALE","ARGYLE","NSW","2350","AU","False","",""
"VIC3","VIC3","ARGYLE","VIC","3523","AU","False","",""
"QLD8","QLD8","ARGYLL","QLD","4721","AU","False","",""
"NSW5","NSW5","ARIAH PARK","NSW","2665","AU","False","",""
"NOT SERVICED","NOT SERVICED","ARKAROOLA","SA","5732","AU","False","",""
"PORT AUGUSTA","PORT AUGUSTA","ARKAROOLA VILLAGE","SA","5701","AU","False","",""
"BATHURST","BATHURST","ARKELL","NSW","2795","AU","False","",""
"BATHURST","BATHURST","ARKSTONE","NSW","2795","AU","False","",""
"MELBOURNE","MELBOURNE","ARMADALE","VIC","3143","AU","False","",""
"PERTH","PERTH","ARMADALE","WA","6112","AU","False","",""
"PERTH","PERTH","ARMADALE","WA","6992","AU","False","",""
"MELBOURNE","MELBOURNE","ARMADALE NORTH","VIC","3143","AU","False","",""
"SA3","SA3","ARMAGH","SA","5453","AU","False","",""
"NSW4","NSW4","ARMATREE","NSW","2828","AU","False","",""
"ARMIDALE","ARMIDALE","ARMIDALE","NSW","2350","AU","False","",""
